OCORRÊNCIA;ASSUNTO;ITEM;MOTIVO;DATA ABERTURA;DATA FINALIZADA;ORIGEM;NATUREZA;REABERTURA
12433801;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433802;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433805;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433806;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433820;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433821;CONTAS;CONTA CORRENTE - PF;TRANSFERÊNCIA DE CONTAS;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433822;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433827;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CANCELAMENTO;18/09/2021;21/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12433830;CONTAS;CONTA CORRENTE - PF;ABERTURA DE  CONTA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433834;CONTAS;CONTA CORRENTE - PF;TRANSFERÊNCIA DE CONTAS;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433838;TARIFAS;CONTAS PF;SAQUE;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433839;FGTS;FGTS - LIBERAÇÃO DO SALDO;LIBERAÇÃO EM DEMISSÕES SEM JUSTA CAUSA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433842;CONTAS;CONTA CORRENTE - PF;TRANSFERÊNCIA DE CONTAS;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433843;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433847;CONTAS;CONTA CORRENTE - PF;BLOQUEIO DE CONTA;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433849;CONTAS;CONTA CORRENTE - PF;TRANSFERÊNCIA DE CONTAS;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433850;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;18/09/2021;22/09/2021;INTERNET;SUGESTÃO;NÃO
12433854;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433855;AGÊNCIA;AGÊNCIA - ATENDIMENTO;COMPORTAMENTO DO EMPREGADO;18/09/2021;20/09/2021;INTERNET;ELOGIO;NÃO
12433858;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PRESTAÇÃO - ABATIMENTO COM FGTS;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433861;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433863;AGÊNCIA;AGÊNCIA - ATENDIMENTO;FALHA NA ATUALIZAÇÃO DE CADASTRO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433864;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433865;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433866;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433869;EMPRÉSTIMOS E FINANCIAMENTOS;CDC - CRÉDITO DIRETO CAIXA;DÉBITO EM CONTA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433870;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433871;FGTS;FGTS - SAQUE ANIVERSRIO;CRITRIO PARA PAGAMENTO;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433876;CENTRAIS DE TELECOBRANÇA;CENTRAL DE NEGÓCIOS DA CAIXA;TERCEIRO ACIONADO INDEVIDAMENTE;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433883;TARIFAS;CESTA DE SERVIOS PF;DBITO APS CANCELAMENTO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433884;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433885;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO APS COMUNICAO DE PERDA/ROUBO DO CARTO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433891;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433893;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;QUANTIDADE DE EQUIPAMENTOS;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433899;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433904;CONTAS;CONTA CORRENTE - PJ;ABERTURA DE  CONTA;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433905;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;APLICAO NO AUTORIZADA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433906;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA DE ABERTURA DE CONTA;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433907;AGÊNCIA;AGÊNCIA - ATENDIMENTO;BLOQUEIO DE SENHA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433909;CONTAS;CHEQUE - DEVOLUÇÃO;CONTESTAÇÃO DE DEVOLUÇÃO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433913;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433914;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433916;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433917;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433923;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO COMERCIAL/SOCIAL/EXPRESSO;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433932;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;COBRANÇA - BOLETO DE PAGAMENTO;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433933;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433939;TARIFAS;CESTA DE SERVIOS PF;DIFICULDADE DE CANCELAMENTO;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433944;TARIFAS;CESTA DE SERVIOS PF;OUTROS;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433951;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433968;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;VALOR NÃO SACADO MAS DEBITADO DA CONTA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433977;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433979;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;DESCONTO PARA AMORTIZAÇÃO E QUITAÇÃO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433982;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA DE ABERTURA DE CONTA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433985;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA - RENEGOCIAÇÃO DE DÍVIDA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433991;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433995;TARIFAS;CESTA DE SERVIOS PF;DBITO APS CANCELAMENTO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12433996;CONTAS;CONTA POUPANÇA - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12433997;CARTÕES;CARTO DE DBITO;FUNCIONAMENTO DO CARTÃO;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434000;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434003;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434005;CONTAS;CONTA POUPANÇA - PF;EXTRATO - EMISSÃO / ENVIO;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434007;SERVIÇOS BANCÁRIOS;DECLARAO DE QUITAÇÃO ANUAL DE DÉBITOS;DECLARAÇÃO DE QUITAÇÃO EMPRÉSTIMO PF;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434012;EMPRÉSTIMOS E FINANCIAMENTOS;ANTECIPAO SAQUE ANIVERSRIO FGTS;DEMORA NA LIBERAO DO EMPRSTIMO;18/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434014;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434015;INTERNET/INTRANET/APP;INTERNET BANKING;INDISPONIBILIDADE / LENTIDÃO NO SISTEMA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434016;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;18/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434018;CONTAS;CONTA POUPANÇA - PF;ALTERAÇÃO CADASTRAL VIA TELEFONE;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434021;AGÊNCIA;AGÊNCIA - SEGURANÇA;SEGURANÇA NOS ARREDORES DA UNIDADE;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434027;FGTS;FGTS - SAQUE ANIVERSRIO;CRITRIO PARA PAGAMENTO;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434030;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434031;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434033;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434035;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CONTESTAÇÃO DA CONTRATAÇÃO;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434044;CONTAS;CONTA POUPANÇA - PF;ÍNDICES DE CORREÇÃO;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434045;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434047;TARIFAS;CONTAS PF;OUTRAS TARIFAS;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434049;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;LIBERAÇÃO DE EMPRÉSTIMO;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434057;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;COBRANÇA INDEVIDA;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434060;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434066;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434067;CONTAS;CONTA CORRENTE - PJ;ENCERRAMENTO DA CONTA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434069;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;18/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434070;AGÊNCIA;AGÊNCIA - ATENDIMENTO;QUALIDADE NO ATENDIMENTO REMOTO - WHATSAPP;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434071;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - CONCESSÃO;LIBERAÇÃO DE EMPRÉSTIMO;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434074;EMPRÉSTIMOS E FINANCIAMENTOS;ANTECIPAO SAQUE ANIVERSRIO FGTS;BLOQUEIO DA GARANTIA;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434077;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;LIBERAÇÃO DA MARGEM CONSIGNÁVEL;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434081;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434087;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434090;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434097;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434099;FGTS;FGTS - LIBERAÇÃO DO SALDO;CRITRIO PARA PAGAMENTO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434102;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO NO REALIZADO;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434105;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;BOLETO - EMISSÃO / ENVIO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434107;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL - PF;CONTESTAÇÃO DA DÍVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434108;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - CONCESSÃO;LIBERAÇÃO DE EMPRÉSTIMO;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434109;CONTAS;GOLPE;OUTROS GOLPES;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434112;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434115;AGÊNCIA;AGÊNCIA - ATENDIMENTO;QUALIDADE NO ATENDIMENTO REMOTO - WHATSAPP;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434116;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434117;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434118;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;VALOR NÃO SACADO MAS DEBITADO DA CONTA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434121;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;COBRANÇA INDEVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434125;EMPRÉSTIMOS E FINANCIAMENTOS;CREDIÁRIO CAIXA FCIL;FRAUDE / GOLPE;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434127;CONTAS;CONTA CORRENTE - PF;DADOS CADASTRAIS;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434130;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;HORÁRIO DE FUNCIONAMENTO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434134;CONTAS;CONTA CORRENTE - PF;BLOQUEIO DE CONTA;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434141;CONTAS;GOLPE;FALSO ANNCIO/VENDA PELA INTERNET;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434145;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434146;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434151;AGÊNCIA;AGÊNCIA - ATENDIMENTO;QUALIDADE NO ATENDIMENTO REMOTO - WHATSAPP;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434154;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;ENCERRAMENTO ANTECIPADO / LIQUIDAO / QUITAO;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434157;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PJ;COBRANÇA INDEVIDA;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434158;CARTÕES;CARTO DE DBITO;FUNCIONAMENTO DO CARTÃO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434159;SERVIÇOS BANCÁRIOS;TEV - TRANSFERNCIA DE VALORES;DEMORA OU NÃO EFETIVAÇÃO DO CRÉDITO - CONTA CAIXA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434161;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434162;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CONTESTAÇÃO DA CONTRATAÇÃO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434164;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434165;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434170;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;COBRANÇA - BOLETO DE PAGAMENTO;18/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434174;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434175;TARIFAS;CESTA DE SERVIOS PF;DIFICULDADE DE CANCELAMENTO;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434177;EMPRÉSTIMOS E FINANCIAMENTOS;PENHOR;RESGATE;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434180;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434182;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;18/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434186;CONTAS;GOLPE;FALSO ANNCIO/VENDA PELA INTERNET;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434194;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434195;CONTAS;GOLPE;FALSO EMPRSTIMO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434196;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434198;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;BOLETO - EMISSÃO / ENVIO;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434200;CONTAS;CONTA POUPANÇA - PF;LOCALIZAÇÃO DE CONTA;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434201;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;VALOR NÃO SACADO MAS DEBITADO DA CONTA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434210;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434215;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434217;CONTAS;GOLPE;FALSO EMPRSTIMO;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434220;CONTAS;CONTA CORRENTE - PF;BLOQUEIO DE CONTA;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434221;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434224;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434225;CONTAS;CONTA POUPANÇA - PF;ENCERRAMENTO DA CONTA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434229;EMPRÉSTIMOS E FINANCIAMENTOS;CDC - CRÉDITO DIRETO CAIXA;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434231;CONTAS;GOLPE;OUTROS GOLPES;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434234;CONTAS;GOLPE;OUTROS GOLPES;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434235;CONTAS;GOLPE;OUTROS GOLPES;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434236;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;18/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434237;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434238;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;18/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12434241;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434242;EMPRÉSTIMOS E FINANCIAMENTOS;PRONAMPE;DBITO NO EFETIVADO;18/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12434243;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;FRAUDE / GOLPE;18/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
